#,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Strong Against,Weak Against,Other,evol_level,evol_cond
671,Florges,Fairy,,552,78,65,68,112,154,75,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
672,Skiddo,Grass,,350,66,65,48,62,57,52,6,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,32,None
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A
674,Pancham,Fighting,,348,67,82,62,46,48,43,6,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,32,with a Dark type Pok?mon in party
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE,"Dark, Ice, Normal, Rock, Steel, Ghost, Psychic","Fairy, Flying, Psychic, Bug, Fairy, Fight","Not Effective Against Ghost, Immunce to Psychic",#N/A,#N/A
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A
677,Espurr,Psychic,,355,62,48,54,63,60,68,6,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,25,None
678,MeowsticMale,Psychic,,466,74,48,76,83,81,104,6,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
678,MeowsticFemale,Psychic,,466,74,48,76,83,81,104,6,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",35,None
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
681,AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
681,AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE,"Fairy, Ice, Rock, Ghost, Psychic","Fight, Fire, Ground, Dark, Ghost","Immune to Poison, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
683,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
685,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE,"Ghost, Psychic, Fight, Poison","Bug, Fairy, Fight, Bug, Dark, Ghost","Immunce to Psychic, Not Effective Against Dark",30,holding 3DS upside down
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE,"Ghost, Psychic, Fight, Poison","Bug, Fairy, Fight, Bug, Dark, Ghost","Immunce to Psychic, Not Effective Against Dark",#N/A,#N/A
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE,"Bug, Fire, Flying, Ice, Fire, Ground, Rock","Fight, Grass, Ground, Steel, Water, Electric, Grass","nan, nan",39,None
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE,"Bug, Fire, Flying, Ice, Fire, Ground, Rock","Fight, Grass, Ground, Steel, Water, Electric, Grass","nan, nan",#N/A,#N/A
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE,"Fairy, Grass, Fire, Ground, Rock","Ground, Psychic, Electric, Grass","Not Effective Against Steel, nan",48,None
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE,"Fairy, Grass, Dragon","Ground, Psychic, Dragon, Fairy, Ice","Not Effective Against Steel, Not Effective Against Fairy",#N/A,#N/A
692,Clauncher,Water,,330,50,53,62,58,63,44,6,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,37,None
693,Clawitzer,Water,,500,71,73,88,120,89,59,6,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE,"Flying, Water, None","Ground, Fighting","Not Effective Against Ground, Immune to Ghost; Not Effective Against Ghost",#N/A,#N/A
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE,"Flying, Water, None","Ground, Fighting","Not Effective Against Ground, Immune to Ghost; Not Effective Against Ghost",#N/A,#N/A
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE,"Bug, Fire, Flying, Ice, Dragon","Fight, Grass, Ground, Steel, Water, Dragon, Fairy, Ice","nan, Not Effective Against Fairy",39,Daytime
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE,"Bug, Fire, Flying, Ice, Dragon","Fight, Grass, Ground, Steel, Water, Dragon, Fairy, Ice","nan, Not Effective Against Fairy",#N/A,#N/A
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE,"Bug, Fire, Flying, Ice, Dragon, Flying, Grass, Ground","Fight, Grass, Ground, Steel, Water, Fighting, Fire, Rock, Steel","nan, nan",39,Nighttime
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE,"Bug, Fire, Flying, Ice, Dragon, Flying, Grass, Ground","Fight, Grass, Ground, Steel, Water, Fighting, Fire, Rock, Steel","nan, nan",#N/A,#N/A
700,Sylveon,Fairy,,525,95,65,65,110,130,60,6,FALSE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE,"Dark, Ice, Normal, Rock, Steel, Bug, Fighting, Grass","Fairy, Flying, Psychic, Electric, Ice, Rock","Not Effective Against Ghost, Immune to Ground",#N/A,#N/A
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE,"Flying, Water, Dark, Dragon, Fighting","Ground, Poison, Steel","Not Effective Against Ground, Immune to Dragon",#N/A,#N/A
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE,"Bug, Fire, Flying, Ice, Dark, Dragon, Fighting","Fight, Grass, Ground, Steel, Water, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A
704,Goomy,Dragon,,300,45,50,35,55,75,40,6,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,40,None
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,55,during rain
706,Goodra,Dragon,,600,90,100,70,110,150,80,6,FALSE,Dragon,"Dragon, Fairy, Ice",Not Effective Against Fairy,#N/A,#N/A
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE,"Fairy, Ice, Rock, Dark, Dragon, Fighting","Fight, Fire, Ground, Poison, Steel","Immune to Poison, Immune to Dragon",#N/A,#N/A
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
710,PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
710,PumpkabooSmall Size,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
710,PumpkabooLarge Size,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
710,PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
711,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
711,GourgeistSmall Size,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
711,GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
711,GourgeistSuper Size,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE,"Ghost, Psychic, Ground, Rock, Water","Dark, Ghost, Bug, Fire, Flying, Ice, Poison","Immune to fight, Normal; Not Effective Against Normal, nan",#N/A,#N/A
712,Bergmite,Ice,,304,55,69,85,32,35,28,6,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,37,None
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE,"Bug, Fighting, Grass, Dragon","Electric, Ice, Rock, Dragon, Fairy, Ice","Immune to Ground, Not Effective Against Fairy",48,None
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE,"Bug, Fighting, Grass, Dragon","Electric, Ice, Rock, Dragon, Fairy, Ice","Immune to Ground, Not Effective Against Fairy",#N/A,#N/A
716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,TRUE,"Dark, Dragon, Fighting","Poison, Steel",Immune to Dragon,#N/A,#N/A
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE,"Ghost, Psychic, Bug, Fighting, Grass","Bug, Fairy, Fight, Electric, Ice, Rock","Immunce to Psychic, Immune to Ground",#N/A,#N/A
718,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE,"Dragon, Electric, Fire, Poison, Rock, Steel","Dragon, Fairy, Ice, Grass, Ice, Water","Not Effective Against Fairy, Immune to Electric; Not Effective Against Flying",#N/A,#N/A
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE,"Bug, Fire, Flying, Ice, Dark, Dragon, Fighting","Fight, Grass, Ground, Steel, Water, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A
719,DiancieMega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,TRUE,"Bug, Fire, Flying, Ice, Dark, Dragon, Fighting","Fight, Grass, Ground, Steel, Water, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A
720,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE,"Fight, Poison, Ghost, Psychic","Bug, Dark, Ghost, Dark, Ghost","Not Effective Against Dark, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A
720,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE,"Fight, Poison, Ghost, Psychic","Bug, Dark, Ghost, Bug, Fairy, Fight","Not Effective Against Dark, Immunce to Psychic",#N/A,#N/A
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE,"Bug, Grass, Ice, Steel, Fire, Ground, Rock","Ground, Rock, Water, Electric, Grass","nan, nan",#N/A,#N/A
